source_id,title,year,source_type,doi,pmid,pmcid,url,full_text_state,correction_state,population,event,age_range,sex,maturity,training_status,rq_tags,funding,conflicts,overlap_group,notes
SRC-PMID-23838975,Effects of plyometric training...competitive middle- and long-distance runners,2014,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1519/JSC.0b013e3182a1f44c,23838975,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/23838975/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,6-week plyometric+endurance; competitive runners; mixed sex; age/maturity NR,6-week plyometric+endurance; competitive runners; mixed sex; age/maturity NR,NOT_REPORTED,BOTH,NOT_REPORTED,Highly competitive runners,C | RQ-C,NR/NR; likely included in runner-strength reviews | NOT_VERIFIED,NR/NR; likely included in runner-strength reviews | NOT_VERIFIED,NONE_IDENTIFIED | FRV2-OVERLAP-RUNNER-STRENGTH-REVIEWS,"`CORRECT`: 2.4 km, sprint and jump outcomes improved; supports component inclusion, not Formation timing. | Six weeks of added plyometrics improved 2.4 km sprint and jump outcomes; shared-day placement was not verified."
SRC-PMID-25976398,CENT 2015 Statement,2015,METHOD_GUIDANCE,10.1136/bmj.h1738,25976398,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/25976398/,RETRACTED_OR_CORRECTED,CORRECTION_LINKED_AND_RECORDED | ERRATUM_IN_PMID_27758798,N-of-1 clinical trial reporting; no athlete population,N-of-1 clinical trial reporting; no athlete population,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_MIXED,E;F | RQ-E,guideline funding/disclosures; companion to h1793 | NOT_EXTRACTED_IN_RQ_E_SEARCH,guideline funding/disclosures; companion to h1793 | NOT_EXTRACTED_IN_RQ_E_SEARCH,NONE_IDENTIFIED | N_OF_1_REPORTING_GUIDELINES,`GUIDANCE_OK_WITH_CORRECTION`: useful reporting structure; not proof that ABAB/crossover is valid for cumulative training adaptations. | Official PubMed record links an erratum; reporting completeness does not establish design sufficiency safety or sport transfer.
SRC-PMID-26084524,IOC consensus statement on youth athletic development,2015,CONSENSUS_STATEMENT,10.1136/bjsports-2015-094962,26084524,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/26084524/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,youth athletes broadly; both sexes; growth/maturation central; multi-sport,youth athletes broadly; both sexes; growth/maturation central; multi-sport,YOUTH,ALL,INDIVIDUAL_DEVELOPMENT_RETAINED,ALL_LEVELS,C;F;G | RQ-G,IOC/author disclosures require full text; `OV-YOUTH-CONSENSUS` | NOT_EXTRACTED_IN_SEARCH_PACKET,IOC/author disclosures require full text; `OV-YOUTH-CONSENSUS` | NOT_EXTRACTED_IN_SEARCH_PACKET,OV-YOUTH-CONSENSUS | NOT_ASSESSED,"`CORRECT`: supports nonlinear development, health and sustainable participation boundaries; no Formation efficacy. | Broad healthy inclusive sustainable participation and safeguarding boundary"
SRC-PMID-27300278,The Effect of Different High-Intensity Periodization Models on Endurance Adaptations,2016,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1249/MSS.0000000000001007,27300278,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/27300278/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,12-week cycling HIT; adults; sex NR; trained,12-week cycling HIT; adults; sex NR; trained,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,non-US research support/NR; `OV-PERIODIZATION`,non-US research support/NR; `OV-PERIODIZATION`,OV-PERIODIZATION,`CORRECT`: load-matched increasing/decreasing/mixed order showed no between-group adaptation difference.
SRC-PMID-28054257,Consensus on measurement properties...performance tests: Delphi,2017,CONSENSUS_STATEMENT,10.1186/s40798-016-0071-y,28054257,PMC5215201,https://pmc.ncbi.nlm.nih.gov/articles/PMC5215201/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,expert panel; no athlete intervention population,expert panel; no athlete intervention population,ADULT_EXPERTS,MIXED,NOT_REPORTED,EXPERT_PANEL,E | RQ-E,full-text disclosures; `OV-MEASUREMENT` | NOT_EXTRACTED_IN_RQ_E_SEARCH,full-text disclosures; `OV-MEASUREMENT` | NOT_EXTRACTED_IN_RQ_E_SEARCH,OV-MEASUREMENT | MEASUREMENT_PROPERTY_CONSENSUS,"`CORRECT`: reliability, validity, responsiveness and feasibility are separate; not a readiness threshold. | Taxonomy covers validity reliability responsiveness interpretability and feasibility; consensus does not validate a specific metric or set a universal n."
SRC-PMID-28463642,Monitoring Athlete Training Loads: Consensus Statement,2017,CONSENSUS_STATEMENT,10.1123/IJSPP.2017-0208,28463642,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/28463642/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,"athlete monitoring, multi-sport; not a participant study","athlete monitoring, multi-sport; not a participant study",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Mixed athlete populations,D | RQ-D | RQ-E,author disclosures require full text; cited by DOI and PMID | NOT_VERIFIED | NOT_EXTRACTED_IN_RQ_E_SEARCH,author disclosures require full text; cited by DOI and PMID | NOT_VERIFIED | NOT_EXTRACTED_IN_RQ_E_SEARCH,NONE_IDENTIFIED | ATHLETE_MONITORING_REVIEW_FAMILY,`CORRECT`: internal/external load separation and multifactorial monitoring are supported; no readiness/safety authority. | Expert framework supports separate internal and external load taxonomy; no youth middle-distance validation or universal total. | Supports valid reliable consistent and contextual longitudinal monitoring; associations do not establish injury causation safety or a universal history.
SRC-PMID-29163016,Session-RPE Method for Training Load Monitoring...,2017,REVIEW,10.3389/fnins.2017.00612,29163016,PMC5673663,https://pmc.ncbi.nlm.nih.gov/articles/PMC5673663/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,athletes across sports/ages/sex/status,athletes across sports/ages/sex/status,CHILD_TO_ADULT,BOTH,NOT_REPORTED,Mixed competition levels,D | RQ-D,NR/NR; cited by PMID and DOI under two labels | NOT_VERIFIED,NR/NR; cited by PMID and DOI under two labels | NOT_VERIFIED,NONE_IDENTIFIED,`CORRECT`: supports named sRPE protocol/limitations; it does not make arbitrary load methods interchangeable or a fatigue score. | Review identified 36 modified-CR10 validation and reliability studies; heterogeneity limits direct youth runner transfer.
SRC-PMID-29712629,Recommendations for Assessment...Wearable Sensors...,2018,METHOD_GUIDANCE,10.2196/mhealth.9341,29712629,PMC5952119,https://pmc.ncbi.nlm.nih.gov/articles/PMC5952119/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,device validation; general physical activity populations,device validation; general physical activity populations,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,D;E,full-text funding/COI required; `OV-MEASUREMENT`,full-text funding/COI required; `OV-MEASUREMENT`,OV-MEASUREMENT,`CORRECT`: device error/validity must precede change interpretation; device-specific transfer required.
SRC-PMID-30131714,Concurrent Strength and Endurance Training...Youth: SR/MA,2018,SYSTEMATIC_REVIEW_OR_META_ANALYSIS,10.3389/fphys.2018.01057,30131714,PMC6090054,https://pmc.ncbi.nlm.nih.gov/articles/PMC6090054/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,healthy youth 6-18; mixed sex/sports/status; maturity variably reported,healthy youth 6-18; mixed sex/sports/status; maturity variably reported,10.7-18.2 years,268 male; 250 female,NOT_STANDARDIZED_ACROSS_STUDIES,Youth athletes and non-athletes,C;F;G | RQ-C,full-text disclosures; `OV-CONCURRENT` | NOT_VERIFIED,full-text disclosures; `OV-CONCURRENT` | NOT_VERIFIED,OV-CONCURRENT | FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,`CORRECT`: concurrent training was not universally harmful; heterogeneity blocks exact Formation sequencing. | Small athletic-performance effect but null cardiorespiratory and economy effects; sequence and separation were not meta-analyzed.
SRC-PMID-30160557,Validation of sRPE...Adolescent Distance Runners,2019,PRIMARY_OR_OFFICIAL_SOURCE,10.1123/ijspp.2018-0120,30160557,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/30160557/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,2-week mesocycle; 15 adolescents 15.2+/-1.6 y; mixed sex; distance runners; maturity unmeasured,2-week mesocycle; 15 adolescents 15.2+/-1.6 y; mixed sex; distance runners; maturity unmeasured,NOT_REPORTED; mean 15.2 +/- 1.6 y,BOTH; exact counts not reported in abstract,NOT_REPORTED,Adolescent distance runners,D;F | RQ-D,NR/NR | NOT_VERIFIED,NR/NR | NOT_VERIFIED,NONE_IDENTIFIED,`CORRECT`: timing materially changed values; protocol/timestamp must remain visible. | Direct timing evidence: 30-minute sRPE was 26.5% lower than immediate sRPE; timing is part of method identity.
SRC-PMID-31024338,Block vs. Traditional Periodization of HIT...World's Best Cross-Country Skier,2019,CASE_OR_SINGLE_CASE,10.3389/fphys.2019.00375,31024338,PMC6460991,https://pmc.ncbi.nlm.nih.gov/articles/PMC6460991/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,cross-country skiing; one elite adult woman; world class,cross-country skiing; one elite adult woman; world class,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,NR/NR; `OV-PERIODIZATION`,NR/NR; `OV-PERIODIZATION`,OV-PERIODIZATION,"`CORRECT`: successful 7-11-day HIT blocks are descriptive n=1 history, not causal or youth-running evidence."
SRC-PMID-31802956,Block periodization of endurance training - a systematic review and meta-analysis,2019,SYSTEMATIC_REVIEW_OR_META_ANALYSIS,10.2147/OAJSM.S180408,31802956,PMC6802561,https://pmc.ncbi.nlm.nih.gov/articles/PMC6802561/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,trained/well-trained endurance athletes; adult-dominant; mixed sports/sex; maturity NR,trained/well-trained endurance athletes; adult-dominant; mixed sports/sex; maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Trained to well-trained,A | RQ-A,no funding/no COI; `OV-PERIODIZATION` | NOT_VERIFIED,no funding/no COI; `OV-PERIODIZATION` | NONE_DECLARED,OV-PERIODIZATION | FRV2-OVERLAP-ENDURANCE-PERIODIZATION-REVIEWS,`CORRECT`: small favorable VO2max/Wmax effects with low-quality small studies; no 9/9.5/10-day superiority. | Twenty eligible records and six pooled studies; small low-quality heterogeneous evidence; no 7-day versus nonweekly comparison. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
SRC-PMID-31820260,Monitoring the Athlete Match Response...soccer: SR/MA,2019,SYSTEMATIC_REVIEW_OR_META_ANALYSIS,10.1186/s40798-019-0219-7,31820260,PMC6901634,https://pmc.ncbi.nlm.nih.gov/articles/PMC6901634/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,soccer matches; 165 athletes in 11 studies; adult/youth mix; mostly male,soccer matches; 165 athletes in 11 studies; adult/youth mix; mostly male,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,COMPETITIVE_SOCCER,B;D | RQ-B,full-text funding/COI; recovery-review cluster | NOT_VERIFIED,full-text funding/COI; recovery-review cluster | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,`CORRECT`: external load alone poorly predicts all residual-fatigue outcomes; indirect to running and not a universal 72 h rule. | Indirect review; 11 studies n=165; external load associations mainly at acute and 24 h not 48-72 h.
SRC-PMID-32407361,Order of same-day concurrent training influences some indices of power...,2020,PRIMARY_OR_OFFICIAL_SOURCE,10.1371/journal.pone.0233134,32407361,PMC7224562,https://pmc.ncbi.nlm.nih.gov/articles/PMC7224562/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,9 weeks; healthy moderately active adult men; ~3 h separation,9 weeks; healthy moderately active adult men; ~3 h separation,Mean 24.5 years,MALE,ADULT,Moderately active,C | RQ-C,non-US support/disclosures in full text; `OV-CONCURRENT` | NOT_VERIFIED,non-US support/disclosures in full text; `OV-CONCURRENT` | NOT_VERIFIED,OV-CONCURRENT | FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY,"`CORRECT`: order affected some power indices, not strength/lean mass/aerobic fitness; no universal ordering rule. | Cycling HIIT and resistance were separated about 3 h; broad adaptation was similar but explosive outcomes varied by order."
SRC-PMID-32502973,Acute:Chronic Workload Ratio: Conceptual Issues and Fundamental Pitfalls,2020,PRIMARY_OR_OFFICIAL_SOURCE,10.1123/ijspp.2019-0864,32502973,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/32502973/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,conceptual/methods; no intervention population,conceptual/methods; no intervention population,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Mixed athlete literature,D | RQ-D,NR/NR; ACWR pair | NOT_VERIFIED,NR/NR; ACWR pair | NOT_VERIFIED,NONE_IDENTIFIED,`CORRECT`: supports prohibition on causal injury-prevention/readiness use of ACWR. | Identifies ratio artifacts ambiguity and causal overinterpretation; supports descriptive method labeling and prohibits risk or action zones.
SRC-PMID-32991706,Single-Item Self-Report Measures of Team-Sport Athlete Wellbeing...SR,2020,PRIMARY_OR_OFFICIAL_SOURCE,10.4085/1062-6050-0528.19,32991706,PMC7534939,https://pmc.ncbi.nlm.nih.gov/articles/PMC7534939/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,team-sport athletes; mainly adult/elite; mixed sex; not distance runners,team-sport athletes; mainly adult/elite; mixed sex; not distance runners,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,D,full-text disclosures; wellbeing-measure cluster,full-text disclosures; wellbeing-measure cluster,NONE_IDENTIFIED,`CORRECT`: inconsistent load relationships and weak measurement-property evidence prohibit a single fatigue score.
SRC-PMID-33122252,Youth running consensus statement...,2021,CONSENSUS_STATEMENT,10.1136/bjsports-2020-102518,33122252,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/33122252/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,youth runners; children/adolescents; both sexes; growth/maturation; varied status,youth runners; children/adolescents; both sexes; growth/maturation; varied status,YOUTH;ADOLESCENT,ALL,RETAINED_AS_CONTEXT,COMPETITIVE_AND_RECREATIONAL_YOUTH_RUNNERS,F;G | RQ-G,author disclosures/full text; `OV-YOUTH-CONSENSUS` | NOT_EXTRACTED_IN_SEARCH_PACKET,author disclosures/full text; `OV-YOUTH-CONSENSUS` | NOT_EXTRACTED_IN_SEARCH_PACKET,OV-YOUTH-CONSENSUS | NOT_ASSESSED,"`CORRECT`: explicitly notes evidence gaps and opinion-based distance guidance; supports protection, not causal thresholds. | Core direct youth-runner boundary; no validated age-distance or clearance rule"
SRC-PMID-33751469,Development of Maximal Dynamic Strength During Concurrent...Training: SR/MA,2021,SYSTEMATIC_REVIEW_OR_META_ANALYSIS,10.1007/s40279-021-01426-9,33751469,PMC8053170,https://pmc.ncbi.nlm.nih.gov/articles/PMC8053170/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,adults; untrained/moderately trained/trained; mixed sex; maturity N/A,adults; untrained/moderately trained/trained; mixed sex; maturity N/A,20-38 years,523 male; 227 female,ADULT,Untrained moderately trained and trained,C | RQ-C,full-text disclosures; `OV-CONCURRENT` | NOT_VERIFIED,full-text disclosures; `OV-CONCURRENT` | NOT_VERIFIED,OV-CONCURRENT | FRV2-OVERLAP-ADULT-CONCURRENT-META,`CORRECT`: same-session interference for some lower-body strength contexts is conditional on training status and design. | Trained adults showed lower strength development in same-session concurrent studies; study-defined under-20-min and over-2-h bins are not validated thresholds.
SRC-PMID-34021488,Crossing the Golden Training Divide...800- and 1500-m Runners,2021,REVIEW,10.1007/s40279-021-01481-2,34021488,PMC8363530,https://pmc.ncbi.nlm.nih.gov/articles/PMC8363530/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,world-class 800/1500 m; adult elite; both sexes; maturity N/A,world-class 800/1500 m; adult elite; both sexes; maturity N/A,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A;F;G,full-text disclosures; event-specific narrative,full-text disclosures; event-specific narrative,NONE_IDENTIFIED,`CORRECT`: supports separating 800 and 1500 demands; not direct evidence for adolescent 9.5-day safety/efficacy.
SRC-PMID-34052983,Association Between ACWR and Running-Related Injuries in Dutch Runners,2021,OBSERVATIONAL_PRIMARY,10.1007/s40279-021-01483-0,34052983,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/34052983/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,Dutch recreational runners; adults; mixed sex; maturity N/A,Dutch recreational runners; adults; mixed sex; maturity N/A,ADULT; exact range not reported,NOT_REPORTED,NOT_REPORTED,Mixed runners,D;G | RQ-D,NR/NR; ACWR pair | NOT_VERIFIED,NR/NR; ACWR pair | NOT_VERIFIED,NONE_IDENTIFIED | DUTCH_RUNNER_COHORTS_SECONDARY,`CORRECT`: an observational association study cannot validate a universal safe zone or causal threshold. | Higher ACWR associated inversely with injury and EWMA results were sparse; association is not a causal or product risk rule.
SRC-PMID-34062089,Lower volume throughout the taper and higher intensity...1500 m,2021,PRIMARY_OR_OFFICIAL_SOURCE,10.1139/apnm-2021-0103,34062089,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/34062089/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,two 7-day tapers; 8 highly trained 1500 m runners; sex/age NR,two 7-day tapers; 8 highly trained 1500 m runners; sex/age NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A;C,NR/NR,NR/NR,NONE_IDENTIFIED,`CORRECT`: supports lower volume plus retained/increased intensity in this tiny crossover; not a 9.5-day taper rule.
SRC-PMID-34250468,Injuries and Training Practices in Competitive Adolescent Distance Runners,2021,OBSERVATIONAL_PRIMARY,10.3389/fspor.2021.664632,34250468,PMC8264289,https://pmc.ncbi.nlm.nih.gov/articles/PMC8264289/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,adolescent competitive distance runners; mixed sex; maturity NR,adolescent competitive distance runners; mixed sex; maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,F;G,full-text funding/COI; youth-running cluster,full-text funding/COI; youth-running cluster,NONE_IDENTIFIED,`CORRECT`: injury frequency/practice description only; cannot generate safe-load or causal injury thresholds.
SRC-PMID-34296839,The acute effect of a multi-modal plyometric training session on field-specific performance measures,2021,PRIMARY_OR_OFFICIAL_SOURCE,10.23736/S0022-4707.20.11603-7,34296839,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/34296839/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,combined plyometric/resistance; adult competitive Ultimate players; n=9; sex/maturity NR,combined plyometric/resistance; adult competitive Ultimate players; n=9; sex/maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,COMPETITIVE,B;C | RQ-B,NR/NR | NOT_VERIFIED,NR/NR | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,`CORRECT`: selected jumps/sprint remained impaired at 48 h; small other-sport sample and unfamiliarity matter. | Indirect; n=9; combined session; performance soreness and CK at 24 h and 48 h.
SRC-PMID-34749417,Training-intensity Distribution on Middle- and Long-distance Runners: SR,2022,PRIMARY_OR_OFFICIAL_SOURCE,10.1055/a-1559-3623,34749417,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/34749417/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,middle/long-distance runners; varied levels/sex/ages; maturity NR,middle/long-distance runners; varied levels/sex/ages; maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Mixed runner training status,A | RQ-A,NR/NR; `OV-TID` | CAPES Finance Code 001,NR/NR; `OV-TID` | NONE_DECLARED,OV-TID | FRV2-OVERLAP-RUNNER-PERIODIZATION-REVIEWS,`CORRECT`: classification method changes apparent TID; no exact session-spacing conclusion. | Twenty articles; materially heterogeneous intensity-distribution classifications; no microcycle-length comparison. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
SRC-PMID-34767655,Effect of concurrent strength and endurance training on run performance and biomechanics,2022,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1111/sms.14092,34767655,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/34767655/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,"10-week CSE; adults mean 33-34; mixed sex NR; moderately trained runners, strength-naive","10-week CSE; adults mean 33-34; mixed sex NR; moderately trained runners, strength-naive",Approximately 33-34 years,NOT_REPORTED,ADULT,At least 30 km/week; moderately trained,C | RQ-C,Deakin/AIS/NR | NOT_VERIFIED,Deakin/AIS/NR | NOT_VERIFIED,NONE_IDENTIFIED | FRV2-OVERLAP-RUNNER-STRENGTH-REVIEWS,`CORRECT`: 2 km performance improved; biomechanics mostly unchanged; not youth or same-day ordering evidence. | Concurrent training improved 2 km time and time to exhaustion; strength dose sequence and separation were unavailable in the abstract.
SRC-PMID-35299664,No Differences Between 12 Weeks of Block- vs. Traditional-Periodized Training...,2022,PRIMARY_OR_OFFICIAL_SOURCE,10.3389/fphys.2022.837634,35299664,PMC8921659,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921659/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,cyclists; adults; sex NR; trained,cyclists; adults; sex NR; trained,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,NR/no COI; `OV-PERIODIZATION`,NR/no COI; `OV-PERIODIZATION`,OV-PERIODIZATION,`CORRECT`: both improved and no time-trial/performance difference; counters universal BP superiority.
SRC-PMID-35418513,"Training Periodization, Methods, Intensity Distribution, and Volume...Distance Runners: SR",2022,METHODS_PAPER,10.1123/ijspp.2021-0435,35418513,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/35418513/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,highly trained/elite distance runners; adult-dominant; mixed events/sex,highly trained/elite distance runners; adult-dominant; mixed events/sex,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Highly trained and elite,A | RQ-A,NR/NR; `OV-TID` | NOT_VERIFIED,NR/NR; `OV-TID` | NOT_VERIFIED,OV-TID | FRV2-OVERLAP-RUNNER-PERIODIZATION-REVIEWS,`CORRECT`: describes elite practice and hard/easy structures; does not compare adolescent 7 vs 9.5 vs 10 days. | Ten included articles; hard-day/easy-day periodization is indirect only; no direct cycle-length comparison. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
SRC-PMID-35721873,Gait and Neuromuscular Changes Are Evident in Some Masters Club Level Runners 24-h After Interval Training Run,2022,PRIMARY_OR_OFFICIAL_SOURCE,10.3389/fspor.2022.830278,35721873,PMC9201250,https://pmc.ncbi.nlm.nih.gov/articles/PMC9201250/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,6x800 m interval run; masters club runners; mixed sex; trained; no maturity,6x800 m interval run; masters club runners; mixed sex; trained; no maturity,MASTERS; EXACT_RANGE_NOT_VERIFIED,10 MALE; 10 FEMALE,NOT_REPORTED,RECREATIONAL_CLUB,B | RQ-B,NR/NR; cited twice by DOI and PMID | NOT_VERIFIED,NR/NR; cited twice by DOI and PMID | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,`CORRECT`: most selected measures were near baseline at 24 h but some changes remained; never a complete-recovery guarantee. | Runner direct but adult masters; six 800-m intervals; gait force and neuromuscular outcomes at post and 24 h.
SRC-PMID-36086887,Projected frontal area...front crawl...lung volume,2022,PRIMARY_OR_OFFICIAL_SOURCE,10.1111/sms.14231,36086887,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/36086887/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,15 m front crawl; 12 highly trained adult male swimmers,15 m front crawl; 12 highly trained adult male swimmers,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,none,Japan research support noted on publisher/NR,Japan research support noted on publisher/NR,NONE_IDENTIFIED,"`INCORRECT_ID`: irrelevant to running HIIT. Intended source is PMID `36314990`, DOI `10.1111/sms.14251`."
SRC-PMID-36370207,Heavy Resistance vs Plyometric Training for Running Economy...SR/MA,2022,SYSTEMATIC_REVIEW_OR_META_ANALYSIS,10.1186/s40798-022-00511-1,36370207,PMC9653533,https://pmc.ncbi.nlm.nih.gov/articles/PMC9653533/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,runners; adults; mixed sex/status; maturity NR,runners; adults; mixed sex/status; maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C,full-text disclosures; `OV-RUNNER-STRENGTH`,full-text disclosures; `OV-RUNNER-STRENGTH`,OV-RUNNER-STRENGTH,`CORRECT`: compares component methods; no Formation interval evidence.
SRC-PMID-37285051,Neuromuscular and autonomic function is fully recovered within 24 h following SIT,2023,PRIMARY_OR_OFFICIAL_SOURCE,10.1007/s00421-023-05249-6,37285051,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/37285051/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,cycle SIT; healthy adults; sex/training details require full text; not runners,cycle SIT; healthy adults; sex/training details require full text; not runners,ADULT,NOT_REPORTED,NOT_REPORTED,HEALTHY,B | RQ-B,NR/NR; recovery-primary cluster | NOT_VERIFIED,NR/NR; recovery-primary cluster | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,`QUALIFY`: selected measured functions recovered by 24 h; title/result cannot be generalized to whole-person recovery. | Indirect cycling; title wording retained only as bibliographic identity; selected 24 h and 48 h markers cannot establish complete recovery.
